danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.588,0.657,3,-6.373,1,0.0224,0.382,0.00259,0.042,0.747,79.704,audio_features,0GGxVTb0UwDwdaKNjBdCn3,spotify:track:0GGxVTb0UwDwdaKNjBdCn3,https://api.spotify.com/v1/tracks/0GGxVTb0UwDwdaKNjBdCn3,https://api.spotify.com/v1/audio-analysis/0GGxVTb0UwDwdaKNjBdCn3,212933,4,2
0.796,0.512,8,-10.618,1,0.0552,0.689,0.0,0.122,0.804,121.877,audio_features,6CEKntwndUlmWhSRflWA5X,spotify:track:6CEKntwndUlmWhSRflWA5X,https://api.spotify.com/v1/tracks/6CEKntwndUlmWhSRflWA5X,https://api.spotify.com/v1/audio-analysis/6CEKntwndUlmWhSRflWA5X,200973,4,7
0.779,0.653,7,-10.827,1,0.0618,0.345,2.44e-06,0.475,0.968,122.569,audio_features,59BkBWQitTPgS1inzGfyI5,spotify:track:59BkBWQitTPgS1inzGfyI5,https://api.spotify.com/v1/tracks/59BkBWQitTPgS1inzGfyI5,https://api.spotify.com/v1/audio-analysis/59BkBWQitTPgS1inzGfyI5,286581,4,7
0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.62,audio_features,0odIT9B9BvOCnXfS0e4lB5,spotify:track:0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/tracks/0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/audio-analysis/0odIT9B9BvOCnXfS0e4lB5,228000,4,9
0.49,0.268,10,-11.809,1,0.0257,0.866,0.0161,0.145,0.181,93.352,audio_features,5iwyLsQ5yjnCaRrJGyAPZM,spotify:track:5iwyLsQ5yjnCaRrJGyAPZM,https://api.spotify.com/v1/tracks/5iwyLsQ5yjnCaRrJGyAPZM,https://api.spotify.com/v1/audio-analysis/5iwyLsQ5yjnCaRrJGyAPZM,266800,4,16
0.77,0.826,4,-5.007,0,0.0444,0.123,5.1e-05,0.149,0.819,123.903,audio_features,5FFAqdNj7SAzVCOpPp3QZI,spotify:track:5FFAqdNj7SAzVCOpPp3QZI,https://api.spotify.com/v1/tracks/5FFAqdNj7SAzVCOpPp3QZI,https://api.spotify.com/v1/audio-analysis/5FFAqdNj7SAzVCOpPp3QZI,223373,4,5
0.59,0.527,4,-12.945,1,0.0367,0.145,0.0,0.129,0.799,161.309,audio_features,1FYTt8izKA8EMqhULwqOcU,spotify:track:1FYTt8izKA8EMqhULwqOcU,https://api.spotify.com/v1/tracks/1FYTt8izKA8EMqhULwqOcU,https://api.spotify.com/v1/audio-analysis/1FYTt8izKA8EMqhULwqOcU,221400,4,17
0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,audio_features,0cGG2EouYCEEC3xfa0tDFV,spotify:track:0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,153800,4,14
0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,audio_features,2E2ZVy2fxslpAUgbb4zu84,spotify:track:2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/tracks/2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/audio-analysis/2E2ZVy2fxslpAUgbb4zu84,308373,4,10
0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,audio_features,2KH16WveTQWT6KOG9Rg6e2,spotify:track:2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/audio-analysis/2KH16WveTQWT6KOG9Rg6e2,245640,4,14
0.543,0.381,4,-8.565,1,0.0248,0.707,4.42e-06,0.249,0.188,72.332,audio_features,58DXqHKK7TfxUmhCq2ux4E,spotify:track:58DXqHKK7TfxUmhCq2ux4E,https://api.spotify.com/v1/tracks/58DXqHKK7TfxUmhCq2ux4E,https://api.spotify.com/v1/audio-analysis/58DXqHKK7TfxUmhCq2ux4E,232320,4,6
0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,audio_features,5rfJ2Bq2PEL8yBjZLzouEu,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/tracks/5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/audio-analysis/5rfJ2Bq2PEL8yBjZLzouEu,201293,4,2
0.603,0.674,10,-6.808,1,0.0295,0.62,0.00261,0.26,0.559,121.261,audio_features,2bzBI23EJWHjXmGj3xlYaM,spotify:track:2bzBI23EJWHjXmGj3xlYaM,https://api.spotify.com/v1/tracks/2bzBI23EJWHjXmGj3xlYaM,https://api.spotify.com/v1/audio-analysis/2bzBI23EJWHjXmGj3xlYaM,264240,4,7
0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4,10
0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,audio_features,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4,10
0.572,0.655,7,-7.027,0,0.0344,0.00579,3.41e-06,0.0901,0.392,122.49,audio_features,3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/audio-analysis/3cbV252akVZInSvJk7jAYX,237053,4,4
0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4,3
0.819,0.567,10,-13.536,0,0.0472,0.0504,0.00209,0.0411,0.815,117.537,audio_features,2iwhqrveOYC8XLB7GZm63G,spotify:track:2iwhqrveOYC8XLB7GZm63G,https://api.spotify.com/v1/tracks/2iwhqrveOYC8XLB7GZm63G,https://api.spotify.com/v1/audio-analysis/2iwhqrveOYC8XLB7GZm63G,234533,4,10
0.424,0.222,9,-15.053,0,0.0391,0.646,0.0,0.148,0.0606,61.648,audio_features,6HMvJcdw6qLsyV1b5x29sa,spotify:track:6HMvJcdw6qLsyV1b5x29sa,https://api.spotify.com/v1/tracks/6HMvJcdw6qLsyV1b5x29sa,https://api.spotify.com/v1/audio-analysis/6HMvJcdw6qLsyV1b5x29sa,246933,4,12
0.581,0.498,1,-6.9,1,0.0276,0.198,0.0,0.132,0.111,116.262,audio_features,63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360,4,11
0.729,0.989,9,-4.613,0,0.049,0.0102,4.43e-05,0.443,0.841,126.468,audio_features,6sby78fghipoXHQLeeZFFH,spotify:track:6sby78fghipoXHQLeeZFFH,https://api.spotify.com/v1/tracks/6sby78fghipoXHQLeeZFFH,https://api.spotify.com/v1/audio-analysis/6sby78fghipoXHQLeeZFFH,352906,4,10
0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,audio_features,6RNDeRnWsRMjPdNVgupZCs,spotify:track:6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/audio-analysis/6RNDeRnWsRMjPdNVgupZCs,262240,4,2
0.575,0.643,2,-8.854,0,0.0331,0.136,1.65e-06,0.249,0.789,152.854,audio_features,5WDLRQ3VCdVrKw0njWe5E5,spotify:track:5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/tracks/5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/audio-analysis/5WDLRQ3VCdVrKw0njWe5E5,300107,4,14
0.528,0.447,4,-15.255,1,0.0435,0.189,0.0,0.0745,0.292,72.58,audio_features,3Z2tPWiNiIpg8UMMoowHIk,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/audio-analysis/3Z2tPWiNiIpg8UMMoowHIk,427333,4,9
0.6,0.816,4,-13.64,1,0.0431,0.117,0.0,0.126,0.744,130.99,audio_features,6FnuMo55jNECTDdS1nD5H0,spotify:track:6FnuMo55jNECTDdS1nD5H0,https://api.spotify.com/v1/tracks/6FnuMo55jNECTDdS1nD5H0,https://api.spotify.com/v1/audio-analysis/6FnuMo55jNECTDdS1nD5H0,204787,4,13
0.636,0.405,8,-11.113,1,0.0287,0.355,0.0,0.0804,0.257,128.068,audio_features,17CPezzLWzvGfpZW6X8XT0,spotify:track:17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/tracks/17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/audio-analysis/17CPezzLWzvGfpZW6X8XT0,241067,4,16
0.68,0.242,0,-16.264,0,0.0322,0.509,4.34e-05,0.071,0.169,120.126,audio_features,1OzrlK57iLTIjmbZC1ppWM,spotify:track:1OzrlK57iLTIjmbZC1ppWM,https://api.spotify.com/v1/tracks/1OzrlK57iLTIjmbZC1ppWM,https://api.spotify.com/v1/audio-analysis/1OzrlK57iLTIjmbZC1ppWM,255933,4,12
0.755,0.763,4,-6.318,1,0.0473,0.405,0.0,0.318,0.932,122.045,audio_features,5UU5FbITNm5OunvHQdsKME,spotify:track:5UU5FbITNm5OunvHQdsKME,https://api.spotify.com/v1/tracks/5UU5FbITNm5OunvHQdsKME,https://api.spotify.com/v1/audio-analysis/5UU5FbITNm5OunvHQdsKME,248000,4,2
0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,audio_features,0DfG1ltJnZyq4Tx3ZLL7ZU,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,https://api.spotify.com/v1/tracks/0DfG1ltJnZyq4Tx3ZLL7ZU,https://api.spotify.com/v1/audio-analysis/0DfG1ltJnZyq4Tx3ZLL7ZU,202236,4,5
0.898,0.271,7,-12.233,1,0.091,0.0132,0.00135,0.0461,0.742,111.484,audio_features,5uBOaCN5vDdk9JqsefjQSh,spotify:track:5uBOaCN5vDdk9JqsefjQSh,https://api.spotify.com/v1/tracks/5uBOaCN5vDdk9JqsefjQSh,https://api.spotify.com/v1/audio-analysis/5uBOaCN5vDdk9JqsefjQSh,226240,4,18
0.627,0.905,4,-9.921,0,0.037,0.0331,0.0199,0.255,0.644,113.247,audio_features,5Dqik1P9toCJTLj5rEm78s,spotify:track:5Dqik1P9toCJTLj5rEm78s,https://api.spotify.com/v1/tracks/5Dqik1P9toCJTLj5rEm78s,https://api.spotify.com/v1/audio-analysis/5Dqik1P9toCJTLj5rEm78s,241987,4,5
0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,audio_features,095MMFhB9qxPx2VsmvjnUs,spotify:track:095MMFhB9qxPx2VsmvjnUs,https://api.spotify.com/v1/tracks/095MMFhB9qxPx2VsmvjnUs,https://api.spotify.com/v1/audio-analysis/095MMFhB9qxPx2VsmvjnUs,351920,4,8
0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,audio_features,029NqmIySn1kOY305AAhxT,spotify:track:029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/tracks/029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/audio-analysis/029NqmIySn1kOY305AAhxT,313533,4,11
0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,audio_features,15MJ5NThPjj6xhPcts8MiY,spotify:track:15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/audio-analysis/15MJ5NThPjj6xhPcts8MiY,255733,4,1
0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,audio_features,1Jwc3ODLQxtbnS8M9TflSP,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/tracks/1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/audio-analysis/1Jwc3ODLQxtbnS8M9TflSP,204707,4,18
0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,audio_features,4N0fzRX3T7QkOecp3pkWpp,spotify:track:4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/tracks/4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/audio-analysis/4N0fzRX3T7QkOecp3pkWpp,296227,4,11
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4,2
0.407,0.621,6,-6.371,1,0.0337,0.732,0.00192,0.0901,0.17,175.387,audio_features,0h17TpfCKbbib1J37Qgj7r,spotify:track:0h17TpfCKbbib1J37Qgj7r,https://api.spotify.com/v1/tracks/0h17TpfCKbbib1J37Qgj7r,https://api.spotify.com/v1/audio-analysis/0h17TpfCKbbib1J37Qgj7r,219293,4,16
0.657,0.467,5,-8.925,1,0.0341,0.667,1.92e-06,0.0295,0.276,100.139,audio_features,2fytePz8UsbUr8n33QBEcm,spotify:track:2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/tracks/2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/audio-analysis/2fytePz8UsbUr8n33QBEcm,251760,4,16
0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,audio_features,5lWFrW5T3JtxVCLDb7etPu,spotify:track:5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/tracks/5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/audio-analysis/5lWFrW5T3JtxVCLDb7etPu,247360,4,19
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/tracks/0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/audio-analysis/0HEmnAUT8PHznIAAmVXqFJ,193200,4,18
0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,298120,4,13
0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,audio_features,37Q5anxoGWYdRsyeXkkNoI,spotify:track:37Q5anxoGWYdRsyeXkkNoI,https://api.spotify.com/v1/tracks/37Q5anxoGWYdRsyeXkkNoI,https://api.spotify.com/v1/audio-analysis/37Q5anxoGWYdRsyeXkkNoI,246520,4,14
0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,audio_features,0L0T4tMAaGqLgIVj1MOj9t,spotify:track:0L0T4tMAaGqLgIVj1MOj9t,https://api.spotify.com/v1/tracks/0L0T4tMAaGqLgIVj1MOj9t,https://api.spotify.com/v1/audio-analysis/0L0T4tMAaGqLgIVj1MOj9t,336667,4,11
0.666,0.91,4,-6.457,1,0.0399,0.0874,8.41e-06,0.336,0.919,117.14,audio_features,2D4D3hiOf5U0W6SvJoCQph,spotify:track:2D4D3hiOf5U0W6SvJoCQph,https://api.spotify.com/v1/tracks/2D4D3hiOf5U0W6SvJoCQph,https://api.spotify.com/v1/audio-analysis/2D4D3hiOf5U0W6SvJoCQph,284373,4,13
0.551,0.291,5,-12.544,1,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,audio_features,5932kbyNt445gDTT2chRUS,spotify:track:5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/tracks/5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/audio-analysis/5932kbyNt445gDTT2chRUS,350667,3,16
0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,audio_features,6JZYMxvcoeLD4IifJPvDux,spotify:track:6JZYMxvcoeLD4IifJPvDux,https://api.spotify.com/v1/tracks/6JZYMxvcoeLD4IifJPvDux,https://api.spotify.com/v1/audio-analysis/6JZYMxvcoeLD4IifJPvDux,280600,4,11
0.683,0.879,1,-9.487,0,0.0459,0.0955,0.0828,0.448,0.702,97.062,audio_features,2nzPzkGP9QSZ1lqvXTfyzT,spotify:track:2nzPzkGP9QSZ1lqvXTfyzT,https://api.spotify.com/v1/tracks/2nzPzkGP9QSZ1lqvXTfyzT,https://api.spotify.com/v1/audio-analysis/2nzPzkGP9QSZ1lqvXTfyzT,306120,4,14
0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4,3
0.452,0.306,2,-9.632,1,0.0274,0.235,1.91e-05,0.0989,0.182,144.125,audio_features,5OHUTC4EvTbL0DuZQRIGGX,spotify:track:5OHUTC4EvTbL0DuZQRIGGX,https://api.spotify.com/v1/tracks/5OHUTC4EvTbL0DuZQRIGGX,https://api.spotify.com/v1/audio-analysis/5OHUTC4EvTbL0DuZQRIGGX,210733,4,11
0.681,0.163,11,-22.597,1,0.165,0.881,7.62e-05,0.0688,0.771,69.283,audio_features,5YbgcwHjQhdT1BYQ4rxWlD,spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,https://api.spotify.com/v1/tracks/5YbgcwHjQhdT1BYQ4rxWlD,https://api.spotify.com/v1/audio-analysis/5YbgcwHjQhdT1BYQ4rxWlD,292400,4,16
0.453,0.703,6,-5.562,1,0.0367,0.234,1.78e-06,0.374,0.339,140.264,audio_features,5qaSekPPKHIEA1Yn0qkCaC,spotify:track:5qaSekPPKHIEA1Yn0qkCaC,https://api.spotify.com/v1/tracks/5qaSekPPKHIEA1Yn0qkCaC,https://api.spotify.com/v1/audio-analysis/5qaSekPPKHIEA1Yn0qkCaC,260224,4,9
0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,2bCQHF9gdG5BNDVuEIEnNk,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/tracks/2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/audio-analysis/2bCQHF9gdG5BNDVuEIEnNk,257760,4,19
0.667,0.93,7,-4.585,1,0.0608,0.0108,0.0,0.176,0.893,115.572,audio_features,6ioBgySxoeQKALvAeLEmId,spotify:track:6ioBgySxoeQKALvAeLEmId,https://api.spotify.com/v1/tracks/6ioBgySxoeQKALvAeLEmId,https://api.spotify.com/v1/audio-analysis/6ioBgySxoeQKALvAeLEmId,239093,4,18
0.594,0.702,1,-9.894,1,0.0842,0.168,0.109,0.142,0.466,135.406,audio_features,4DbUk1qwcz9KKcUY4t8f8u,spotify:track:4DbUk1qwcz9KKcUY4t8f8u,https://api.spotify.com/v1/tracks/4DbUk1qwcz9KKcUY4t8f8u,https://api.spotify.com/v1/audio-analysis/4DbUk1qwcz9KKcUY4t8f8u,373733,4,11
0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,audio_features,4LFwNJWoj74Yd71fIr1W8x,spotify:track:4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/tracks/4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/audio-analysis/4LFwNJWoj74Yd71fIr1W8x,264333,4,6
0.756,0.8,5,-5.158,1,0.0329,0.211,0.000724,0.0466,0.967,118.924,audio_features,6xepovPqjvrkEw9Y5AMmTm,spotify:track:6xepovPqjvrkEw9Y5AMmTm,https://api.spotify.com/v1/tracks/6xepovPqjvrkEw9Y5AMmTm,https://api.spotify.com/v1/audio-analysis/6xepovPqjvrkEw9Y5AMmTm,207467,4,18
0.726,0.422,9,-11.841,1,0.0558,0.0842,0.00167,0.103,0.805,75.727,audio_features,2V2iCy9CEi28giHgbncZ20,spotify:track:2V2iCy9CEi28giHgbncZ20,https://api.spotify.com/v1/tracks/2V2iCy9CEi28giHgbncZ20,https://api.spotify.com/v1/audio-analysis/2V2iCy9CEi28giHgbncZ20,225253,4,18
0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,audio_features,21qnJAMtzC6S5SESuqQLEK,spotify:track:21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/tracks/21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/audio-analysis/21qnJAMtzC6S5SESuqQLEK,320307,4,10
0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,audio_features,1NCuYqMc8hKMb4cpNTcJbD,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,https://api.spotify.com/v1/tracks/1NCuYqMc8hKMb4cpNTcJbD,https://api.spotify.com/v1/audio-analysis/1NCuYqMc8hKMb4cpNTcJbD,322133,4,12
0.541,0.44,10,-12.206,1,0.031,0.191,0.0,0.114,0.232,140.273,audio_features,3RMeOetCdXttthQK0clPuz,spotify:track:3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/tracks/3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/audio-analysis/3RMeOetCdXttthQK0clPuz,255667,4,9
0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,audio_features,5GHY1DFWKz3Prg2V0Iodqo,spotify:track:5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/tracks/5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/audio-analysis/5GHY1DFWKz3Prg2V0Iodqo,280040,4,9
0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,audio_features,6WK9dVrRABMkUXFLNlgWFh,spotify:track:6WK9dVrRABMkUXFLNlgWFh,https://api.spotify.com/v1/tracks/6WK9dVrRABMkUXFLNlgWFh,https://api.spotify.com/v1/audio-analysis/6WK9dVrRABMkUXFLNlgWFh,255133,4,14
0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.997,audio_features,27QvYgBk0CHOVHthWnkuWt,spotify:track:27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/tracks/27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/audio-analysis/27QvYgBk0CHOVHthWnkuWt,316813,4,9
0.52,0.652,5,-6.655,1,0.0274,0.339,6.14e-05,0.256,0.722,80.61,audio_features,6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/audio-analysis/6kvoHl80mfCVTv7XnZkjQn,258787,4,7
0.747,0.878,0,-7.637,1,0.0655,0.0449,0.00402,0.206,0.701,108.891,audio_features,0gRhXiFgrIz8OfSW4up1k1,spotify:track:0gRhXiFgrIz8OfSW4up1k1,https://api.spotify.com/v1/tracks/0gRhXiFgrIz8OfSW4up1k1,https://api.spotify.com/v1/audio-analysis/0gRhXiFgrIz8OfSW4up1k1,227030,4,13
0.256,0.464,5,-10.959,1,0.0382,0.433,0.0,0.121,0.355,205.362,audio_features,0gLQ6jhJsyYfl7PrD1RZ7X,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,https://api.spotify.com/v1/tracks/0gLQ6jhJsyYfl7PrD1RZ7X,https://api.spotify.com/v1/audio-analysis/0gLQ6jhJsyYfl7PrD1RZ7X,209293,3,17
0.613,0.962,4,-5.36,0,0.0897,0.00228,0.00896,0.123,0.694,119.962,audio_features,6XxFTFauoIwxcEjeped3Iz,spotify:track:6XxFTFauoIwxcEjeped3Iz,https://api.spotify.com/v1/tracks/6XxFTFauoIwxcEjeped3Iz,https://api.spotify.com/v1/audio-analysis/6XxFTFauoIwxcEjeped3Iz,232627,4,5
0.607,0.478,7,-13.677,1,0.0354,0.0866,0.106,0.0983,0.51,95.721,audio_features,3MVm36ouM56jbP5rORxbVy,spotify:track:3MVm36ouM56jbP5rORxbVy,https://api.spotify.com/v1/tracks/3MVm36ouM56jbP5rORxbVy,https://api.spotify.com/v1/audio-analysis/3MVm36ouM56jbP5rORxbVy,260400,4,9
0.64,0.425,4,-11.932,1,0.0426,0.643,0.0,0.168,0.477,131.865,audio_features,505MTNh5kvgYCmroWGCTTF,spotify:track:505MTNh5kvgYCmroWGCTTF,https://api.spotify.com/v1/tracks/505MTNh5kvgYCmroWGCTTF,https://api.spotify.com/v1/audio-analysis/505MTNh5kvgYCmroWGCTTF,243227,4,6
0.632,0.77,2,-5.315,1,0.0282,0.0457,0.0,0.481,0.717,102.359,audio_features,6gRrBRrtwSB9CYbHJx4MIe,spotify:track:6gRrBRrtwSB9CYbHJx4MIe,https://api.spotify.com/v1/tracks/6gRrBRrtwSB9CYbHJx4MIe,https://api.spotify.com/v1/audio-analysis/6gRrBRrtwSB9CYbHJx4MIe,263093,4,13
0.553,0.702,2,-4.829,1,0.108,0.00532,4.99e-06,0.0446,0.453,201.868,audio_features,3px156RqKPoqmxq44b3pSD,spotify:track:3px156RqKPoqmxq44b3pSD,https://api.spotify.com/v1/tracks/3px156RqKPoqmxq44b3pSD,https://api.spotify.com/v1/audio-analysis/3px156RqKPoqmxq44b3pSD,240200,4,17
0.533,0.36,1,-12.633,1,0.0282,0.0805,9.57e-06,0.0631,0.299,131.23,audio_features,1Eb90nmqTrxylKFhcUzW8P,spotify:track:1Eb90nmqTrxylKFhcUzW8P,https://api.spotify.com/v1/tracks/1Eb90nmqTrxylKFhcUzW8P,https://api.spotify.com/v1/audio-analysis/1Eb90nmqTrxylKFhcUzW8P,393640,4,11
0.455,0.589,11,-8.64,1,0.0328,0.00184,0.00358,0.104,0.254,124.634,audio_features,2N2yrmodOnVF10mKvItC9P,spotify:track:2N2yrmodOnVF10mKvItC9P,https://api.spotify.com/v1/tracks/2N2yrmodOnVF10mKvItC9P,https://api.spotify.com/v1/audio-analysis/2N2yrmodOnVF10mKvItC9P,283733,4,3
