danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.61,0.605,6,-12.484,1,0.0419,0.000925,0.157,0.344,0.458,87.953,audio_features,3o1nX61oecxnqXieA2ma0U,spotify:track:3o1nX61oecxnqXieA2ma0U,https://api.spotify.com/v1/tracks/3o1nX61oecxnqXieA2ma0U,https://api.spotify.com/v1/audio-analysis/3o1nX61oecxnqXieA2ma0U,278867,4,9
0.568,0.948,2,-4.265,0,0.078,0.448,0.00059,0.19,0.84,79.329,audio_features,7mVoBnU3mxV5Q6n4DmOv6K,spotify:track:7mVoBnU3mxV5Q6n4DmOv6K,https://api.spotify.com/v1/tracks/7mVoBnU3mxV5Q6n4DmOv6K,https://api.spotify.com/v1/audio-analysis/7mVoBnU3mxV5Q6n4DmOv6K,186067,4,14
0.521,0.905,0,-4.116,1,0.0443,0.00096,0.000237,0.672,0.555,91.994,audio_features,4WG7Z3bNM3iE4vCYcXsxNx,spotify:track:4WG7Z3bNM3iE4vCYcXsxNx,https://api.spotify.com/v1/tracks/4WG7Z3bNM3iE4vCYcXsxNx,https://api.spotify.com/v1/audio-analysis/4WG7Z3bNM3iE4vCYcXsxNx,294533,4,13
0.385,0.673,2,-8.182,1,0.0329,0.000183,0.149,0.0721,0.187,149.271,audio_features,6DyywdbmTzlmXBzG9ym7Rt,spotify:track:6DyywdbmTzlmXBzG9ym7Rt,https://api.spotify.com/v1/tracks/6DyywdbmTzlmXBzG9ym7Rt,https://api.spotify.com/v1/audio-analysis/6DyywdbmTzlmXBzG9ym7Rt,306853,4,11
0.382,0.867,9,-7.426,1,0.0399,5.91e-06,0.581,0.196,0.453,87.309,audio_features,3ow0TQVttXQF8rLckmXgRx,spotify:track:3ow0TQVttXQF8rLckmXgRx,https://api.spotify.com/v1/tracks/3ow0TQVttXQF8rLckmXgRx,https://api.spotify.com/v1/audio-analysis/3ow0TQVttXQF8rLckmXgRx,298253,4,19
0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,audio_features,7uJLdyIAaYLGT0oLw7I6b3,spotify:track:7uJLdyIAaYLGT0oLw7I6b3,https://api.spotify.com/v1/tracks/7uJLdyIAaYLGT0oLw7I6b3,https://api.spotify.com/v1/audio-analysis/7uJLdyIAaYLGT0oLw7I6b3,228639,4,3
0.934,0.459,1,-7.654,1,0.189,0.0516,0.0,0.222,0.697,103.04,audio_features,6YYd5MLpu45J0uLrMdivF7,spotify:track:6YYd5MLpu45J0uLrMdivF7,https://api.spotify.com/v1/tracks/6YYd5MLpu45J0uLrMdivF7,https://api.spotify.com/v1/audio-analysis/6YYd5MLpu45J0uLrMdivF7,239547,4,2
0.711,0.951,1,-8.406,1,0.0537,0.00189,0.366,0.0229,0.903,121.656,audio_features,5hWdgGVcfTeLPAiHM6EZG9,spotify:track:5hWdgGVcfTeLPAiHM6EZG9,https://api.spotify.com/v1/tracks/5hWdgGVcfTeLPAiHM6EZG9,https://api.spotify.com/v1/audio-analysis/5hWdgGVcfTeLPAiHM6EZG9,269307,4,13
0.928,0.771,3,-5.935,0,0.251,0.102,1.07e-05,0.338,0.679,93.987,audio_features,1EM23A621Z0QyTlWKu7T1l,spotify:track:1EM23A621Z0QyTlWKu7T1l,https://api.spotify.com/v1/tracks/1EM23A621Z0QyTlWKu7T1l,https://api.spotify.com/v1/audio-analysis/1EM23A621Z0QyTlWKu7T1l,231160,4,5
0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,audio_features,1hRDHWWealh2Pk3fnpIe75,spotify:track:1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/tracks/1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/audio-analysis/1hRDHWWealh2Pk3fnpIe75,290160,4,11
0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,audio_features,58r4JuwHhXLAkttkaUZfLw,spotify:track:58r4JuwHhXLAkttkaUZfLw,https://api.spotify.com/v1/tracks/58r4JuwHhXLAkttkaUZfLw,https://api.spotify.com/v1/audio-analysis/58r4JuwHhXLAkttkaUZfLw,307947,4,0
0.762,0.459,0,-10.307,1,0.0379,0.111,0.0219,0.147,0.749,96.069,audio_features,6l4TNbfPtNAOOlGIfceSaO,spotify:track:6l4TNbfPtNAOOlGIfceSaO,https://api.spotify.com/v1/tracks/6l4TNbfPtNAOOlGIfceSaO,https://api.spotify.com/v1/audio-analysis/6l4TNbfPtNAOOlGIfceSaO,345976,4,2
0.773,0.753,6,-7.813,1,0.0374,0.0478,4.09e-05,0.0638,0.935,101.255,audio_features,3ycUOICL0pVqcKZt9mVRd6,spotify:track:3ycUOICL0pVqcKZt9mVRd6,https://api.spotify.com/v1/tracks/3ycUOICL0pVqcKZt9mVRd6,https://api.spotify.com/v1/audio-analysis/3ycUOICL0pVqcKZt9mVRd6,258160,4,18
0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,audio_features,3EG65y2LtxWjfydabHdItb,spotify:track:3EG65y2LtxWjfydabHdItb,https://api.spotify.com/v1/tracks/3EG65y2LtxWjfydabHdItb,https://api.spotify.com/v1/audio-analysis/3EG65y2LtxWjfydabHdItb,247133,4,18
0.753,0.618,11,-12.236,0,0.1,0.31,0.0,0.0499,0.785,116.178,audio_features,5ucIh5Shb9WPimGXDCaj0n,spotify:track:5ucIh5Shb9WPimGXDCaj0n,https://api.spotify.com/v1/tracks/5ucIh5Shb9WPimGXDCaj0n,https://api.spotify.com/v1/audio-analysis/5ucIh5Shb9WPimGXDCaj0n,240013,4,10
0.655,0.477,1,-9.616,0,0.0421,0.029,0.000221,0.0518,0.642,92.097,audio_features,3r0Rhl5Zdo9YjACZNsaBvN,spotify:track:3r0Rhl5Zdo9YjACZNsaBvN,https://api.spotify.com/v1/tracks/3r0Rhl5Zdo9YjACZNsaBvN,https://api.spotify.com/v1/audio-analysis/3r0Rhl5Zdo9YjACZNsaBvN,238013,4,14
0.675,0.732,9,-4.5,1,0.0443,0.452,1.84e-05,0.201,0.83,175.01,audio_features,1c5KZhtOAOH7eFOlBekNhS,spotify:track:1c5KZhtOAOH7eFOlBekNhS,https://api.spotify.com/v1/tracks/1c5KZhtOAOH7eFOlBekNhS,https://api.spotify.com/v1/audio-analysis/1c5KZhtOAOH7eFOlBekNhS,279400,4,7
0.721,0.724,8,-6.775,0,0.0259,0.201,0.0,0.256,0.825,112.002,audio_features,4AbUxrHHEhFERLSPk3d4OT,spotify:track:4AbUxrHHEhFERLSPk3d4OT,https://api.spotify.com/v1/tracks/4AbUxrHHEhFERLSPk3d4OT,https://api.spotify.com/v1/audio-analysis/4AbUxrHHEhFERLSPk3d4OT,203223,4,10
0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,audio_features,2MiXC2LfpsoeUP5RvMGEQ3,spotify:track:2MiXC2LfpsoeUP5RvMGEQ3,https://api.spotify.com/v1/tracks/2MiXC2LfpsoeUP5RvMGEQ3,https://api.spotify.com/v1/audio-analysis/2MiXC2LfpsoeUP5RvMGEQ3,257267,4,12
0.656,0.838,11,-4.958,0,0.026,0.00626,0.00187,0.207,0.877,101.982,audio_features,3BUEXULG9L4AZDEh9CePFE,spotify:track:3BUEXULG9L4AZDEh9CePFE,https://api.spotify.com/v1/tracks/3BUEXULG9L4AZDEh9CePFE,https://api.spotify.com/v1/audio-analysis/3BUEXULG9L4AZDEh9CePFE,186627,4,10
0.551,0.741,8,-4.245,1,0.029,0.00648,0.00603,0.0707,0.399,79.984,audio_features,384TqRlwlMfeUAODhXfF3O,spotify:track:384TqRlwlMfeUAODhXfF3O,https://api.spotify.com/v1/tracks/384TqRlwlMfeUAODhXfF3O,https://api.spotify.com/v1/audio-analysis/384TqRlwlMfeUAODhXfF3O,211720,4,9
0.756,0.578,0,-3.886,1,0.0386,0.011,0.00645,0.127,0.955,102.96,audio_features,2PeKCn8NSGQXAHONaCh3wB,spotify:track:2PeKCn8NSGQXAHONaCh3wB,https://api.spotify.com/v1/tracks/2PeKCn8NSGQXAHONaCh3wB,https://api.spotify.com/v1/audio-analysis/2PeKCn8NSGQXAHONaCh3wB,280427,4,2
0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,audio_features,1NbJFhkVdD47YZ2IojKkJi,spotify:track:1NbJFhkVdD47YZ2IojKkJi,https://api.spotify.com/v1/tracks/1NbJFhkVdD47YZ2IojKkJi,https://api.spotify.com/v1/audio-analysis/1NbJFhkVdD47YZ2IojKkJi,268760,4,19
0.707,0.759,11,-12.328,0,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,audio_features,5yGTQzYbEdY6B9RFZJypgt,spotify:track:5yGTQzYbEdY6B9RFZJypgt,https://api.spotify.com/v1/tracks/5yGTQzYbEdY6B9RFZJypgt,https://api.spotify.com/v1/audio-analysis/5yGTQzYbEdY6B9RFZJypgt,229107,4,10
0.594,0.851,0,-4.184,1,0.17,0.606,1.95e-05,0.105,0.885,198.103,audio_features,0WZ5paMR4zJAdjkBgCVAYN,spotify:track:0WZ5paMR4zJAdjkBgCVAYN,https://api.spotify.com/v1/tracks/0WZ5paMR4zJAdjkBgCVAYN,https://api.spotify.com/v1/audio-analysis/0WZ5paMR4zJAdjkBgCVAYN,190288,4,17
0.768,0.774,2,-5.584,1,0.0446,0.244,0.0,0.113,0.775,100.005,audio_features,2yOJBslB31F2WMHM3s1FRN,spotify:track:2yOJBslB31F2WMHM3s1FRN,https://api.spotify.com/v1/tracks/2yOJBslB31F2WMHM3s1FRN,https://api.spotify.com/v1/audio-analysis/2yOJBslB31F2WMHM3s1FRN,216099,4,2
0.712,0.68,2,-6.051,1,0.0649,0.111,0.0,0.326,0.882,144.966,audio_features,1hcI2TWBGj9bRLhP1kvCmM,spotify:track:1hcI2TWBGj9bRLhP1kvCmM,https://api.spotify.com/v1/tracks/1hcI2TWBGj9bRLhP1kvCmM,https://api.spotify.com/v1/audio-analysis/1hcI2TWBGj9bRLhP1kvCmM,200347,4,13
0.762,0.635,10,-5.385,1,0.109,0.0793,0.0,0.33,0.806,143.936,audio_features,1yNydkcYMCFWvTVi9bEiDn,spotify:track:1yNydkcYMCFWvTVi9bEiDn,https://api.spotify.com/v1/tracks/1yNydkcYMCFWvTVi9bEiDn,https://api.spotify.com/v1/audio-analysis/1yNydkcYMCFWvTVi9bEiDn,176241,4,18
0.7,0.618,11,-4.593,1,0.0261,0.232,2.65e-05,0.072,0.937,106.061,audio_features,1ArdfXwdvwzapms9p1wxEb,spotify:track:1ArdfXwdvwzapms9p1wxEb,https://api.spotify.com/v1/tracks/1ArdfXwdvwzapms9p1wxEb,https://api.spotify.com/v1/audio-analysis/1ArdfXwdvwzapms9p1wxEb,286973,4,18
0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,audio_features,3ZZq9396zv8pcn5GYVhxUi,spotify:track:3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/tracks/3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/audio-analysis/3ZZq9396zv8pcn5GYVhxUi,222320,4,10
0.646,0.809,1,-3.99,0,0.0282,0.0854,0.0,0.0806,0.588,139.2,audio_features,3iA4foXIFpekwHyma7pRs1,spotify:track:3iA4foXIFpekwHyma7pRs1,https://api.spotify.com/v1/tracks/3iA4foXIFpekwHyma7pRs1,https://api.spotify.com/v1/audio-analysis/3iA4foXIFpekwHyma7pRs1,229467,4,14
0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,audio_features,0v0XYK0pLgsPiq5u4FKHaw,spotify:track:0v0XYK0pLgsPiq5u4FKHaw,https://api.spotify.com/v1/tracks/0v0XYK0pLgsPiq5u4FKHaw,https://api.spotify.com/v1/audio-analysis/0v0XYK0pLgsPiq5u4FKHaw,308853,4,9
0.669,0.437,2,-10.491,1,0.032,0.445,1.66e-06,0.171,0.614,81.631,audio_features,4k1YrSM0KCb5LepafCrW5K,spotify:track:4k1YrSM0KCb5LepafCrW5K,https://api.spotify.com/v1/tracks/4k1YrSM0KCb5LepafCrW5K,https://api.spotify.com/v1/audio-analysis/4k1YrSM0KCb5LepafCrW5K,280960,4,2
0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,audio_features,2hitsKa8SthKhRJBXUHbIv,spotify:track:2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/tracks/2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,179760,4,16
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4,14
0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,audio_features,60eOMEt3WNVX1m1jmApmnX,spotify:track:60eOMEt3WNVX1m1jmApmnX,https://api.spotify.com/v1/tracks/60eOMEt3WNVX1m1jmApmnX,https://api.spotify.com/v1/audio-analysis/60eOMEt3WNVX1m1jmApmnX,246787,4,8
0.638,0.819,10,-4.991,0,0.0643,0.0177,0.0,0.312,0.721,101.031,audio_features,4vuJuTLFomqItDrn482nzV,spotify:track:4vuJuTLFomqItDrn482nzV,https://api.spotify.com/v1/tracks/4vuJuTLFomqItDrn482nzV,https://api.spotify.com/v1/audio-analysis/4vuJuTLFomqItDrn482nzV,187893,4,10
0.666,0.834,7,-3.311,1,0.0394,0.0113,0.0,0.0807,0.787,110.052,audio_features,5AoM7JHCjxOdOsnimsMRp3,spotify:track:5AoM7JHCjxOdOsnimsMRp3,https://api.spotify.com/v1/tracks/5AoM7JHCjxOdOsnimsMRp3,https://api.spotify.com/v1/audio-analysis/5AoM7JHCjxOdOsnimsMRp3,201840,4,18
0.408,0.79,11,-8.138,0,0.103,0.26,0.00027,0.765,0.347,122.624,audio_features,5VzvK7YiwWbRePA2JOzhYq,spotify:track:5VzvK7YiwWbRePA2JOzhYq,https://api.spotify.com/v1/tracks/5VzvK7YiwWbRePA2JOzhYq,https://api.spotify.com/v1/audio-analysis/5VzvK7YiwWbRePA2JOzhYq,223373,4,4
0.68,0.735,11,-5.553,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,audio_features,5huOzlgCK7PsMSG4TFBvKY,spotify:track:5huOzlgCK7PsMSG4TFBvKY,https://api.spotify.com/v1/tracks/5huOzlgCK7PsMSG4TFBvKY,https://api.spotify.com/v1/audio-analysis/5huOzlgCK7PsMSG4TFBvKY,213120,4,4
0.681,0.891,6,-4.28,1,0.0408,0.000672,1.07e-06,0.0631,0.556,100.008,audio_features,4Xx0J00u90QvnG3rwz4Itp,spotify:track:4Xx0J00u90QvnG3rwz4Itp,https://api.spotify.com/v1/tracks/4Xx0J00u90QvnG3rwz4Itp,https://api.spotify.com/v1/audio-analysis/4Xx0J00u90QvnG3rwz4Itp,218025,4,18
0.659,0.758,0,-6.424,1,0.0448,0.0502,8.79e-05,0.0822,0.562,122.945,audio_features,5C8Vwr9o1WtsoDVPFqPCob,spotify:track:5C8Vwr9o1WtsoDVPFqPCob,https://api.spotify.com/v1/tracks/5C8Vwr9o1WtsoDVPFqPCob,https://api.spotify.com/v1/audio-analysis/5C8Vwr9o1WtsoDVPFqPCob,241333,4,13
0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,audio_features,1zNXF2svmdlNxfS5XeNUgr,spotify:track:1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/tracks/1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/audio-analysis/1zNXF2svmdlNxfS5XeNUgr,186251,4,6
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,audio_features,1zusIxNqJu8i4g6P6hJ2Qa,spotify:track:1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/tracks/1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/audio-analysis/1zusIxNqJu8i4g6P6hJ2Qa,219920,4,2
0.946,0.289,11,-9.413,1,0.0584,0.152,2e-05,0.234,0.816,102.073,audio_features,4KqBoq7MoDJeVsvUHTjXCM,spotify:track:4KqBoq7MoDJeVsvUHTjXCM,https://api.spotify.com/v1/tracks/4KqBoq7MoDJeVsvUHTjXCM,https://api.spotify.com/v1/audio-analysis/4KqBoq7MoDJeVsvUHTjXCM,129627,4,18
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,audio_features,5p9XWUdvbUzmPCukOmwoU3,spotify:track:5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/tracks/5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/audio-analysis/5p9XWUdvbUzmPCukOmwoU3,201707,4,13
0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,audio_features,0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf,312627,4,18
0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,audio_features,72yP0DUlWPyH8P7IoxskwN,spotify:track:72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/tracks/72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/audio-analysis/72yP0DUlWPyH8P7IoxskwN,202246,4,11
0.752,0.788,5,-5.019,0,0.176,0.0575,0.0,0.0925,0.648,111.947,audio_features,0yq6siEu8dMBv2sb8yEtEJ,spotify:track:0yq6siEu8dMBv2sb8yEtEJ,https://api.spotify.com/v1/tracks/0yq6siEu8dMBv2sb8yEtEJ,https://api.spotify.com/v1/audio-analysis/0yq6siEu8dMBv2sb8yEtEJ,195715,4,5
0.546,0.393,9,-10.491,1,0.0316,0.495,0.0,0.238,0.287,118.917,audio_features,5ssnt7GzfLILpZkNQ0oU3U,spotify:track:5ssnt7GzfLILpZkNQ0oU3U,https://api.spotify.com/v1/tracks/5ssnt7GzfLILpZkNQ0oU3U,https://api.spotify.com/v1/audio-analysis/5ssnt7GzfLILpZkNQ0oU3U,213754,4,16
0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4,13
0.757,0.727,9,-11.816,1,0.0388,0.00412,0.0628,0.098,0.886,118.609,audio_features,2MQ23MqDI0N9IVy8iaZddc,spotify:track:2MQ23MqDI0N9IVy8iaZddc,https://api.spotify.com/v1/tracks/2MQ23MqDI0N9IVy8iaZddc,https://api.spotify.com/v1/audio-analysis/2MQ23MqDI0N9IVy8iaZddc,295227,4,18
0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955,audio_features,3YVPpVJvJG2EauXurPA90F,spotify:track:3YVPpVJvJG2EauXurPA90F,https://api.spotify.com/v1/tracks/3YVPpVJvJG2EauXurPA90F,https://api.spotify.com/v1/audio-analysis/3YVPpVJvJG2EauXurPA90F,220880,4,13
0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,audio_features,0q21FNwES2bbtcduB6kjEU,spotify:track:0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/tracks/0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/audio-analysis/0q21FNwES2bbtcduB6kjEU,181133,4,7
0.66,0.805,2,-8.01,1,0.0324,0.00327,1.43e-05,0.0986,0.944,122.039,audio_features,3pecdrUzTZjaqrw6iCLTvd,spotify:track:3pecdrUzTZjaqrw6iCLTvd,https://api.spotify.com/v1/tracks/3pecdrUzTZjaqrw6iCLTvd,https://api.spotify.com/v1/audio-analysis/3pecdrUzTZjaqrw6iCLTvd,253253,4,13
0.617,0.301,9,-15.393,1,0.0292,0.776,0.0,0.0914,0.664,111.527,audio_features,0yje3JVMgJNZENayymCTHA,spotify:track:0yje3JVMgJNZENayymCTHA,https://api.spotify.com/v1/tracks/0yje3JVMgJNZENayymCTHA,https://api.spotify.com/v1/audio-analysis/0yje3JVMgJNZENayymCTHA,191733,4,16
0.543,0.961,4,-2.749,1,0.0373,0.000789,1.29e-06,0.431,0.567,131.463,audio_features,3cMliO9emUSa4d1Ap2MbfW,spotify:track:3cMliO9emUSa4d1Ap2MbfW,https://api.spotify.com/v1/tracks/3cMliO9emUSa4d1Ap2MbfW,https://api.spotify.com/v1/audio-analysis/3cMliO9emUSa4d1Ap2MbfW,198933,4,13
0.546,0.907,4,-4.117,0,0.09,0.0135,0.00232,0.169,0.654,173.178,audio_features,5ECMRJbRlj0FZRg9cRg94m,spotify:track:5ECMRJbRlj0FZRg9cRg94m,https://api.spotify.com/v1/tracks/5ECMRJbRlj0FZRg9cRg94m,https://api.spotify.com/v1/audio-analysis/5ECMRJbRlj0FZRg9cRg94m,212400,4,8
0.407,0.558,0,-13.609,1,0.0552,0.0537,1.42e-06,0.34,0.777,71.815,audio_features,3N4DI1vuTSX1tz7fa2NQZw,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/tracks/3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/audio-analysis/3N4DI1vuTSX1tz7fa2NQZw,214947,4,13
0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,audio_features,7nXq1vaZiz7PdbfojpPjW5,spotify:track:7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,245960,4,8
0.444,0.764,0,-7.549,1,0.0285,0.00011,0.902,0.347,0.512,120.097,audio_features,6JPWYddXB3w3Wd29qAY6nM,spotify:track:6JPWYddXB3w3Wd29qAY6nM,https://api.spotify.com/v1/tracks/6JPWYddXB3w3Wd29qAY6nM,https://api.spotify.com/v1/audio-analysis/6JPWYddXB3w3Wd29qAY6nM,220107,4,19
0.636,0.939,9,-5.551,1,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,audio_features,5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/tracks/5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/audio-analysis/5fqcIHU6DhQtFKVO5XSdQs,295133,4,18
0.653,0.964,9,-4.26,0,0.0578,0.00316,0.0051,0.144,0.872,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,10
0.51,0.798,1,-5.574,0,0.0384,0.126,0.0,0.0617,0.261,169.679,audio_features,0IKGay6QHzB1A0P00h60Gg,spotify:track:0IKGay6QHzB1A0P00h60Gg,https://api.spotify.com/v1/tracks/0IKGay6QHzB1A0P00h60Gg,https://api.spotify.com/v1/audio-analysis/0IKGay6QHzB1A0P00h60Gg,266960,4,8
0.495,0.769,9,-4.581,1,0.0282,0.0753,0.0,0.284,0.442,145.031,audio_features,36DztiNpSIH5ZHTwmqthHW,spotify:track:36DztiNpSIH5ZHTwmqthHW,https://api.spotify.com/v1/tracks/36DztiNpSIH5ZHTwmqthHW,https://api.spotify.com/v1/audio-analysis/36DztiNpSIH5ZHTwmqthHW,261413,4,3
0.465,0.982,10,-3.918,1,0.16,8.34e-05,0.0,0.101,0.723,153.082,audio_features,69MtO4xpp7LZWsRna8M4Ki,spotify:track:69MtO4xpp7LZWsRna8M4Ki,https://api.spotify.com/v1/tracks/69MtO4xpp7LZWsRna8M4Ki,https://api.spotify.com/v1/audio-analysis/69MtO4xpp7LZWsRna8M4Ki,222560,4,3
0.59,0.671,1,-12.484,1,0.154,0.0939,0.0,0.248,0.736,109.333,audio_features,4ZEEcEMGjkWOfZNBcIB9yE,spotify:track:4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/tracks/4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/audio-analysis/4ZEEcEMGjkWOfZNBcIB9yE,200267,4,13
0.624,0.577,0,-6.247,1,0.0294,0.353,0.124,0.0905,0.508,176.177,audio_features,7HKW2F9UqwMVPdByorotm1,spotify:track:7HKW2F9UqwMVPdByorotm1,https://api.spotify.com/v1/tracks/7HKW2F9UqwMVPdByorotm1,https://api.spotify.com/v1/audio-analysis/7HKW2F9UqwMVPdByorotm1,303613,4,17
0.319,0.883,5,-5.08,0,0.103,0.0043,0.000359,0.531,0.324,131.134,audio_features,2qbnbkzrWqBrHWM3DjiODp,spotify:track:2qbnbkzrWqBrHWM3DjiODp,https://api.spotify.com/v1/tracks/2qbnbkzrWqBrHWM3DjiODp,https://api.spotify.com/v1/audio-analysis/2qbnbkzrWqBrHWM3DjiODp,274267,1,8
0.454,0.853,5,-6.494,1,0.0367,0.046,0.000198,0.334,0.531,150.081,audio_features,1qEyqHR1xsj2MC4Qy0dsaI,spotify:track:1qEyqHR1xsj2MC4Qy0dsaI,https://api.spotify.com/v1/tracks/1qEyqHR1xsj2MC4Qy0dsaI,https://api.spotify.com/v1/audio-analysis/1qEyqHR1xsj2MC4Qy0dsaI,337400,4,17
0.257,0.915,2,-6.688,1,0.0933,0.00377,0.0,0.188,0.554,188.4,audio_features,06o1lwLEDucksq9YYUKJwn,spotify:track:06o1lwLEDucksq9YYUKJwn,https://api.spotify.com/v1/tracks/06o1lwLEDucksq9YYUKJwn,https://api.spotify.com/v1/audio-analysis/06o1lwLEDucksq9YYUKJwn,186907,4,17
0.804,0.537,7,-14.319,0,0.187,0.473,0.0,0.413,0.71,115.698,audio_features,7LGoPqKzWsbqLyju2NSSUo,spotify:track:7LGoPqKzWsbqLyju2NSSUo,https://api.spotify.com/v1/tracks/7LGoPqKzWsbqLyju2NSSUo,https://api.spotify.com/v1/audio-analysis/7LGoPqKzWsbqLyju2NSSUo,191667,4,15
0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,4
0.339,0.625,1,-8.57,1,0.028,0.057,0.000102,0.229,0.334,104.68,audio_features,5zmaypMaWb21FUGBxbw8hT,spotify:track:5zmaypMaWb21FUGBxbw8hT,https://api.spotify.com/v1/tracks/5zmaypMaWb21FUGBxbw8hT,https://api.spotify.com/v1/audio-analysis/5zmaypMaWb21FUGBxbw8hT,249533,4,11
